Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Comentarios,Distribución,Impresiones,Interacciones,Seguimientos netos,Reacciones,Veces que se guardó,Veces que se compartió,Espectadores,Visualizaciones,Segundos en promedio reproducidos,Segundos reproducidos
1438661981631737,100064638461970,Supersubsidio,"🇨🇴 Palabras de nuestra superintendente, Sandra Viviana Cadena Martínez, en el marco de la implementación de la reforma laboral en la caja de compensación familiar Comfaca:

🎙️ ""Hoy no estamos aquí para cumplir un simple trámite administrativo. Estamos aquí en representación de nuestro presidente, el Dr @gustavopetrourrego, para ser garantes del cumplimiento de la Reforma Laboral y al mandato de un Gobierno que cree en la estabilidad como base de la paz.

Durante años, el Sistema del Subsidio Familiar en Colombia ha sido el guardián del bienestar de los trabajadores, pero hoy damos el ejemplo desde adentro. Hoy ustedes, quienes cuidan de las familias caqueteñas, sostienen la operación diaria, apoyan las estrategias para el desarrollo y funcionamiento de la caja, y contribuyen a la modernización del servicio, dejan de tener incertidumbre por su estabilidad laboral.

Para el Gobierno Nacional de 2026, la palabra 'trabajo' debe ir siempre acompañada de la palabra 'dignidad'. Formalizar significa que ahora tienen una estabilidad; significa que sus familias gozarán de una seguridad social plena, sin miedos ni interrupciones.""

#ReformaLaboral #SubsidioFamiliar #Supersubsidio #SupervisarEsCuidar",0,04/30/2026 12:13,https://www.facebook.com/SuperSubsidio/posts/pfbid02KJa7TTLy8nRMCTi8KntJTbAwZ9KYrJ4irKreZWbxa987yBwDVuVo77ftjcFKbbycl,Foto,,Total,3,--,6201,47,9,43,0,3,5968,8418,,
1438739144957354,100064638461970,Supersubsidio,"#NiUnDerechoAtrás| Nos vemos en las plazas del país.

Marchamos por el derecho a la vida, por una vejez tranquila y por un salario digno.

Medellín nos convoca.
12:30 p. m. – Av. San Juan, a la altura de La Alpujarra. #1MALasPlazas",0,04/30/2026 14:30,https://www.facebook.com/SuperSubsidio/posts/pfbid0KnChLiZ1c51AyX81XGFo136Y1xqHFGWsrMKR6mqeV36QxM4s3XUBiwNJn5eY9aBTl,Foto,,Total,10,--,2343,33,-4,20,0,3,2219,3413,,
1439295491568386,100064638461970,Supersubsidio,"Detrás de cada servicio que no se detiene y de cada meta alcanzada, hay un trabajador entregando lo mejor de sí. Hoy celebramos a quienes madrugan, a quienes no paran y a quienes, con su esfuerzo diario, construyen el bienestar de todo un país.

En la SuperSubsidio, nuestra labor es asegurar que ese compromiso se traduzca en respaldo y protección para ti y tu familia. ¡Feliz Día del Trabajo! 🛠️🇨🇴

#DíaDelTrabajo #1DeMayo #NiUnDerechoAtrás #SupervisarEsCuidar #SubsidioFamiliar",132,05/01/2026 06:12,https://www.facebook.com/reel/27277205075221115/,Reel,,Total,1,-0.4x,1921,29,3,38,1,1,1612,1859,6.537,11250.447
1439481348216467,100064638461970,Supersubsidio,"🇨🇴 Antes se recortaban derechos. Hoy se garantizan.

Pasamos de salarios que no alcanzaban para vivir y una alta informalidad, a más ingresos y mayor protección laboral.

El trabajo volvió a ser digno y lo logrado no se negocia, se defiende. #NiUnDerechoAtrás",0,05/01/2026 10:21,https://www.facebook.com/SuperSubsidio/posts/pfbid02F2mqsbrLfTJXqdTb2kfjsmihzAkVk3iNs2XnC3LJakpgCmKwUmvNcQ9QgvsVRGzUl,Foto,,Total,0,--,876,17,1,16,0,1,849,1293,,
1442137284617540,100064638461970,Supersubsidio,"¡Estamos en Casanare! 🌿🤝

Damos inicio a la visita ordinaria de inspección, vigilancia y control a la Caja de Compensación Familiar de Casanare – COMFACASANARE, en cumplimiento de la Resolución No. 315 de 2026.

🔎 Supervisamos para proteger. Controlamos para garantizar.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Casanare",0,05/04/2026 14:21,https://www.facebook.com/SuperSubsidio/posts/pfbid0pKpz6PyTXcxKvCaDvjewHJGQgC9DZrAmkBCKexnG5PTctE6PxQHiVkbtgJZjMLhkl,Foto,,Total,1,--,1194,13,0,13,0,0,1169,2050,,
1442766434554625,100064638461970,Supersubsidio,"🏠 Si quieres acceder al subsidio familiar para construcción o mejoramiento de vivienda que otorgan las cajas de compensación, presta mucha atención a todo lo que necesitas saber.

📝 Para más información sobre el proceso de aplicación a este subsidio, consulta con tu caja de compensación familiar.

#SubsidioDeVivienda #SubsidioFamiliar #Supersubsidio #Subsidios",180,05/05/2026 08:13,https://www.facebook.com/reel/1709620643399440/,Reel,,Total,680,+1735.8x,1757061,25512,7476,17914,4997,2932,1629256,1732514,19.549,31653788.404
1444032911094644,100064638461970,Supersubsidio,"🇨🇴 En nuestra visita ordinaria a Comfachoco, instalamos una jornada de trabajo técnica para verificar la gestión corporativa, brindar acompañamiento especializado y evaluar directamente sus procesos internos.

Porque la supervisión efectiva no se hace desde el escritorio — se construye con presencia, rigor y compromiso territorial. 💼📍

👉 Desliza y conoce cómo la Supersubsidio trabaja por la calidad y eficiencia del Sistema del Subsidio Familiar en cada rincón del país.

🔎 Supervisión con propósito. Presencia con impacto.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Chocó",0,05/06/2026 19:37,https://www.facebook.com/SuperSubsidio/posts/pfbid02MZBoHr1RTtXof43GiPu7R45wisNoEzsc7QgbphTjy64NxNxi4bAu4Cdfbau9b292l,Foto,,Total,0,--,642,4,0,5,0,0,645,1092,,
1444872104344058,100064638461970,Supersubsidio,"🎙️ Palabras de nuestra superintendente, Sandra Viviana Cadena Martínez, en el marco de la Junta Directiva ordinaria de Fedecajas, sobre la importancia de la actualización normativa del Sistema del Subsidio Familiar.

🇨🇴 Seguimos trabajando por un sistema más eficiente que responda a las necesidades de cada territorio de Colombia.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",32,05/07/2026 16:35,https://www.facebook.com/reel/3038308046369504/,Reel,,Total,2,+0.6x,6992,56,3,56,4,1,6711,7408,6.913,46117.347
1444911157673486,100064638461970,Supersubsidio,"📝 Supersubsidio en la Junta Directiva de Fedecajas.

🇨🇴 En el Caribe colombiano, nuestra Superintendente participó junto a Mintrabajo, directivos de las Cajas y líderes del sistema en un espacio de diálogo y construcción colectiva.

En la agenda: el Proyecto de Ley, #ENAFED2026, CONEXCINE, FEDEDATA y Educación Continua.
Supervisar es cuidar. ¡Sigamos construyendo juntos! 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,05/07/2026 17:55,https://www.facebook.com/SuperSubsidio/posts/pfbid02PgbRrrrkXFFVzQyZdnexLAfQZixJPGH5YpnY9mJ36hstUM7pYj7V9tZLcFo8miCRl,Foto,,Total,1,--,3598,22,0,27,0,2,3476,5574,,
1445686460929289,100064638461970,Supersubsidio,"🧱 Innovar es construir juntos.

La Supersubsidio lideró la primera asistencia técnica regional presencial con las nueve Cajas de Compensación Familiar de la Región Centro. Usamos metodologías como LEGO Serious Play para construir soluciones eficientes, sostenibles y centradas en las personas. 🚀🇨🇴

Porque el Sistema del Subsidio Familiar avanza cuando avanzamos en equipo. 💙

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Innovación",0,05/08/2026 14:13,https://www.facebook.com/SuperSubsidio/posts/pfbid0BCRVxC7MwNoMxeq5KGCvegHXre8WfsmNrgV2quFXV29HWe2adzVxzD69YDQpCLTTl,Foto,,Total,0,--,1496,7,0,7,0,0,1503,2146,,
1446367810861154,100064638461970,Supersubsidio,"📍 Llegamos al sector rural de Santander con un propósito claro: que la información llegue donde más se necesita.

📝 Seguimos recorriendo el territorio nacional para que todos los trabajadores colombianos conozcan y aprovechen sus derechos.

Gracias, Santander, por abrirnos las puertas. 🙌

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Santander",60,05/09/2026 09:21,https://www.facebook.com/reel/1022030663491727/,Reel,,Total,0,-0.5x,5404,10,0,8,1,1,5231,5459,2.723,14259.72
1447187560779179,100064638461970,Supersubsidio,"El corazón de una familia late con la fuerza de mamá. ❤️

Hoy desde la Supersubsidio celebramos a esas mujeres que hacen magia con amor y esfuerzo. En especial, a todas las mamás que forman parte del Sistema del Subsidio Familiar; su entrega diaria es la que le da sentido a nuestra labor de proteger y vigilar el bienestar de sus hogares.

¡Gracias por ser siempre, el corazón de Colombia! 🇨🇴✨

#DíaDeLaMadre #10DeMayo #Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",180,05/10/2026 06:37,https://www.facebook.com/reel/2126548651223518/,Reel,,Total,1,+0.8x,5867,25,0,21,0,3,5491,5873,3.366,19220.312
1448465363984732,100064638461970,Supersubsidio,"📍 ¡Estamos en el territorio! Supersubsidio llega al Atlántico

​Del 11 al 15 de mayo, nuestro equipo se encuentra en el departamento del Atlántico realizando una visita de seguimiento integral a Comfamiliar Atlántico. 🔎✨

​¿El objetivo? Asegurarnos de que cada peso del subsidio familiar se traduzca en bienestar real para ti y tu familia.

​No solo venimos a vigilar; venimos a identificar buenas prácticas y dejar recomendaciones que fortalezcan la gestión de la Caja. Queremos un Sistema del Subsidio Familiar más eficiente, humano y con sentido social. ❤️🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Atlántico",0,05/11/2026 14:41,https://www.facebook.com/SuperSubsidio/posts/pfbid0Xs7Xcg5fiuKQuoYV338NjpCP6Y8tu8qxLDsmep7faktJTKTmgaRF66UdKtkdqgGEl,Foto,,Total,2,--,743,8,0,7,0,0,736,1120,,
1448518330646102,100064638461970,Supersubsidio,"🔍 Supersubsidio en Arauca | Visita Ordinaria de Inspección, Vigilancia y Control a COMFIAR.

En cumplimiento de nuestras funciones legales, iniciamos la verificación integral de la Caja de Compensación Familiar de Arauca, mediante la Resolución 0329 de 2026.

Porque la inspección y vigilancia no son un fin en sí mismas: son el camino hacia un sistema más transparente, eficiente y humano, al servicio de los trabajadores y sus familias. 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Arauca",0,05/11/2026 16:33,https://www.facebook.com/SuperSubsidio/posts/pfbid02BtPj9uocSwD8JM7iNXKybmW749nwsjbRD3qNtRdcP8aLkjj1xvx8dL3DP8C6owpGl,Foto,,Total,2,--,2050,34,1,34,0,13,1938,3742,,
1448544153976853,100064638461970,Supersubsidio,"Llegamos a Sucre para empoderar a más de 80 personas con discapacidad sobre sus derechos. No solo llevamos información, entregamos herramientas reales: kits en Braille, Lengua de Señas y material didáctico.

3 días, 8 jornadas y una misión clara: ser una entidad más humana y cercana.

Superintendencia del Subsidio Familiar, ¡con dignidad cumplimos! 🇨🇴💙

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Sucre",64,05/11/2026 17:27,https://www.facebook.com/reel/1126269743032402/,Reel,,Total,0,-1x,5907,29,0,29,0,3,5804,6027,3.272,18958.727
1449241657240436,100064638461970,Supersubsidio,"🔍 Hoy, la Superintendente del Subsidio Familiar, Sandra Viviana Cadena Martínez, visitó en Bogotá la sede central de la Caja de Compensación Familiar Campesina – COMCAJA, para verificar el cumplimiento normativo, administrativo y financiero de la entidad en los cuatro departamentos donde esta entidad desarrolla su operación (Guainía, Guaviare, Vaupés y Vichada).

🇨🇴 Nuestra misión es clara: garantizar la correcta administración de los recursos del Sistema del Subsidio Familiar y la calidad en la prestación de servicios a las familias trabajadoras de Colombia.

👩🏽 Una visita que también reconoce el rol estratégico que COMCAJA viene asumiendo en la implementación de la Ley de Mujer Rural (Ley 2462 de 2025). Esta iniciativa busca:  

✅ Reconocer y proteger los derechos de las mujeres campesinas y de la pesca.  

✅ Ejecutar subsidios en dinero, especie y servicios para fortalecer su autonomía económica.

✅ Brindar capacitación en liderazgo y empoderamiento para cerrar brechas en el territorio.  

📝 En la Supersubsidio trabajamos para que cada Caja de Compensación opere con transparencia, eficiencia y compromiso social al servicio de los colombianos.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,05/12/2026 11:26,https://www.facebook.com/SuperSubsidio/posts/pfbid02ruLRgdJm2vMUBSozy6repU18JDsuCEoqDAmk5D9JvtDZqPVxTyFcLLrbKJHbZFHBl,Foto,,Total,2,--,3637,30,-1,28,1,1,3561,5652,,
1449314730566462,100064638461970,Supersubsidio,"🔍 ¡Supersubsidio presente en Antioquia!

A través de nuestra Delegada para Estudios Especiales y Evaluación de Proyectos, realizamos una visita especial a Comfenalco Antioquia para auditar proyectos de inversión por un valor cercano a los $44.892.098.035, destinados a servicios recreativos y administrativos en municipios como Medellín, Envigado, La Pintada, San Jerónimo y Turbo.

Nuestro compromiso es garantizar que cada peso del subsidio familiar sea invertido de manera transparente y en beneficio de los trabajadores colombianos. 💪🏽

Esto es inspección, vigilancia y control en acción. 👷🏽‍♀️✅

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Antioquia",0,05/12/2026 13:38,https://www.facebook.com/SuperSubsidio/posts/pfbid0C5CtxS4ZdNpXLPniFrgGms3UJFoifB8buqRfjfQD39KxaHSMMnptijVHaNJYxfatl,Foto,,Total,0,--,370,5,0,5,0,0,347,607,,
1450265513804717,100064638461970,Supersubsidio,"¡Presencia y compromiso en el Chocó! 🐋

La Superintendente Sandra Viviana Cadena Martínez visitó COMFACHOCÓ para verificar de primera mano los servicios que transforman vidas en la región: educación de calidad, atención a la niñez, recreación y protección social para los trabajadores y sus familias.

Porque la supervisión no es solo revisión de cifras — es compromiso con cada rincón del país y cuidar los recursos que pertenecen a las familias trabajadoras de Colombia. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Chocó",0,05/13/2026 14:57,https://www.facebook.com/SuperSubsidio/posts/pfbid02YZdRjQYnsjPBwbLCXFZCfN9H593dqozonXQoXsDVAU3MPn6ptmKsVoB5eUvsCtHUl,Foto,,Total,0,--,1274,6,0,6,0,0,1221,1808,,
1451166140381321,100064638461970,Supersubsidio,"🌊 ¡Llegamos al paraíso de Nuquí! 📍

En este segundo día de nuestra jornada por el Chocó, la Superintendente aterrizó en este rincón del Pacífico para verificar de primera mano la ampliación del Centro Vacacional Oquendo. 🏠✨

Sabemos que el turismo social es clave para fortalecer los lazos familiares y el espíritu. Por eso, estamos supervisando estas nuevas instalaciones de Comfachocó que incluyen:

✅ 10 cabañas familiares totalmente renovadas.
✅ Piscina frente al mar.
✅ Dos quioscos para el descanso de los afiliados.

Seguimos recorriendo el departamento para asegurar que los recursos de las Cajas se traduzcan en mejores experiencias y bienestar para toda la comunidad chocoana. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Chocó",0,05/14/2026 12:57,https://www.facebook.com/SuperSubsidio/posts/pfbid049ee7c8w3j9VKqp9pa6WRYQYadcDdvewJGF6Hw6iqFAmskqKGPqrZMtCM3Pn7KnZl,Foto,,Total,0,--,2289,18,-2,17,0,1,2239,3426,,
1451227930375142,100064638461970,Supersubsidio,"Seguimos en territorio, conociendo de cerca los retos y oportunidades de nuestra gente. 📍

Hoy desde Nuquí, Chocó, recorremos las Cabañas Oquendo de Comfachocó. Un espacio de turismo social diseñado para que las familias colombianas disfruten de un descanso digno frente al Pacífico. 🇨🇴✨

Trabajamos por una ejecución eficiente y transparente para que el impacto social sea real en cada región del país. 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Chocó",52,05/14/2026 14:58,https://www.facebook.com/reel/1366084682235149/,Reel,,Total,3,+0.5x,6306,48,1,46,2,0,6032,6488,4.118,25110.093
1451292060368729,100064638461970,Supersubsidio,"¡El Chocó es territorio de vida y transformación! 🇨🇴✨

La Superintendente Sandra Viviana Cadena Martínez visitó COMFACHOCÓ para conocer de cerca el trabajo que esta Caja de Compensación realiza cada día por las familias chocoanas: niños en sus primeros años de vida, estudiantes que lideran rankings nacionales, adultos mayores acompañados, jóvenes en formación… y hasta cabañas frente al Pacífico para que el descanso también sea un derecho.

Esto es el subsidio familiar en acción. Esto es bienestar real en el territorio. 💙

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Chocó",178,05/14/2026 17:09,https://www.facebook.com/reel/2494488450980808/,Reel,,Total,0,+1.9x,5727,63,1,67,0,3,5588,6163,7.48,43941.897
1455673156597286,100064638461970,Supersubsidio,"🏠 Si quieres acceder al subsidio de vivienda que otorgan las Cajas de Compensación familiar en este 2026, presta mucha atención a los requisitos que debes cumplir.

📝 Si cumples con los requisitos mencionados, acércate a tu caja de compensación familiar para solicitar información sobre el proceso de aplicación y presta mucha atención a las instrucciones para aplicar de forma correcta.

#SubsidioDeVivienda #SubsidioFamiliar #Subsidios #Supersubsidio #SubsidioVivienda",0,05/19/2026 08:37,https://www.facebook.com/SuperSubsidio/posts/pfbid02YDeJ7Z58phxE2Q5uXL8VDmS6MnUnBZeoRjprJGAFycSjVsuZ2GFM7eFcT681YQC8l,Foto,,Total,11,--,6758,177,4,92,21,64,6399,11939,,
1458575179640417,100064638461970,Supersubsidio,"🇨🇴 Nuestra Superintendente, Sandra Viviana Cadena Martínez, llegó a Puerto López, Meta, para verificar la inauguración de la nueva sede del Colegio Cofrem.

📝 Esta infraestructura escolar de 2.969 m² con diseño modular de vanguardia ofrece espacios dignos y de calidad para el aprendizaje. Una infraestructura diseñada no solo con tecnología y confort, sino con la convicción de que más de 400 estudiantes merecen una educación que transforme sus vidas.

🛡️ Seguimos recorriendo los territorios para verificar que los recursos del Sistema del Subsidio familiar se inviertan con eficacia y eficiencia en el bienestar de los trabajadores y sus familias.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Meta",0,05/22/2026 12:06,https://www.facebook.com/SuperSubsidio/posts/pfbid01C5djDSzaiwCCvApwvUCmq5M36GReQ6PtbkYBMVybd5manE9xn6mMQLAYNBKHzUMl,Foto,,Total,4,--,6269,65,2,95,0,19,6026,10770,,
1458630696301532,100064638461970,Supersubsidio,"📍 ¡La Supersubsidio en Montería!

Durante tres días, nuestra Oficina de Protección al Usuario lideró el COMTAC junto a las Cajas de Compensación Familiar, trabajando por un sistema más humano, eficiente y centrado en el ciudadano. 🤝

Porque proteger a los afiliados no es solo una función, es nuestra razón de ser. 💪

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,05/22/2026 13:45,https://www.facebook.com/SuperSubsidio/posts/pfbid02jhVq5Dh36LqBFGxp29X5CsU7758RPUNBRdkzUWUS2ZmWcRPPpSeWE2A2wKvBj611l,Foto,,Total,0,--,907,13,1,13,0,2,878,1350,,
1458649596299642,100064638461970,Supersubsidio,"¡Llegamos a Cartagena con los Laboratorios de Simplicidad! 🇨🇴✨

​A través de nuestra Oficina de Protección al Usuario, visitamos Comfenalco y Comfamiliar Cartagena y Bolívar. ¿El objetivo? Trabajar de la mano con los afiliados para que la información sobre subsidios, servicios y trámites sea útil, clara y sin barreras.

​Porque una información clara es el primer paso hacia una protección real. 👥💼

​#Supersubsidio #SupervisarEsCuidar #Cartagena #SubsidioFamiliar",0,05/22/2026 14:18,https://www.facebook.com/SuperSubsidio/posts/pfbid02LbvhbJ7TiDhtVmMjgQvhSZMuwL175USTLJRiwEFtZEnQa5yKFvB43KDKhE84EyNQl,Foto,,Total,0,--,414,2,0,2,0,0,395,648,,
1458815272949741,100064638461970,Supersubsidio,"🇨🇴 Nuestra Superintendente, Sandra Viviana Cadena Martínez, llegó a Restrepo, Meta, para verificar la inauguración de la nueva sede del Colegio Cofrem Restrepo, un edificio de 3.900 m² construidos, diseñado para el futuro de la juventud en el Meta.

📝 Esta infraestructura de 5 niveles, que beneficia a más de 400 alumnos, cuenta con 9 aulas modernas, Laboratorio Integral, Sala TIC y Salón de Música, garantizando entornos de aprendizaje de alta calidad.
 
🔍 La superintendente no llegó al Meta solo a hacer presencia.
Llegó a verificar, en persona, que los recursos que miles de trabajadores aportan cada mes se conviertan en bienestar real.
Llegó a escuchar al territorio.
Llegó a garantizar que el sistema funciona.

🛡️ Porque detrás de cada recurso que vigilamos y de cada pizca de confianza que protegemos, están los sueños de más de 229.000 afiliados y sus familias en este departamento. Transformar el aporte empresarial en bienestar real... esa es nuestra verdadera misión. Porque supervisar también es cuidar.

Superintendencia del Subsidio Familiar, ¡Con dignidad cumplimos! 💙

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Meta",0,05/22/2026 19:42,https://www.facebook.com/SuperSubsidio/posts/pfbid0yjMBAZtUiGATG4NfxtK2btCr1JswQvgDAHzmpxSjkeaaFvEUgBFr7ZePEtoMjBXl,Foto,,Total,1,--,2198,25,0,32,0,8,2110,3562,,
1459440582887210,100064638461970,Supersubsidio,"🎙️ ""Cuando se gestiona con eficiencia, transparencia y vocación de servicio, ocurren cosas como esta. No una, sino dos inauguraciones en el mismo día. Dos comunidades que hoy tienen más que ayer. Cientos de familias que esta noche se van a dormir con algo que no tenían esta mañana: una certeza cumplida y una ilusión que, por fin, tiene dónde volverse real. El Meta hoy tiene dos colegios más. Una vez más, esto es una prueba de que se está apostando por la niñez, por la educación y por el futuro.

A los niños y jóvenes que van a estudiar aquí: este colegio es el comienzo de algo. No sabemos exactamente de qué, y eso es lo más emocionante. El futuro que van a construir entre estas paredes todavía no existe. Lo van a escribir ustedes, con sus maestros, con sus amigos, con sus errores y con sus logros.
Y a todos los que hacemos parte de este sistema, les digo: nuestra tarea no terminó con el acto de hoy. Empieza aquí. Asegurémonos de que estas obras duren, de que estos niños tengan lo que necesitan, de que la promesa que hicimos hoy se cumpla mañana, y pasado, y siempre.

Gracias a todos los que creen que vale la pena seguir construyendo.""

-Sandra Viviana Cadena Martínez, Superintendente del Subsidio Familiar. 💙

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Meta",142,05/23/2026 11:50,https://www.facebook.com/reel/2332807790580533/,Reel,,Total,0,+2.7x,2380,52,9,43,3,20,2113,2541,7.599,18010.354
1459525622878706,100064638461970,Supersubsidio,"🤝 ¡Supersubsidio presente en el Huila!

Nuestra Oficina de Protección al Usuario participó en el conversatorio ""Perspectivas del Subsidio Familiar"", escuchando de primera mano las inquietudes y necesidades de los trabajadores huilenses.
Porque nuestro compromiso es garantizar que el Subsidio Familiar llegue a quienes más lo necesitan, con calidad y transparencia. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Huila",0,05/23/2026 14:14,https://www.facebook.com/SuperSubsidio/posts/pfbid0YVv9cyRiakinEUy5unSvNc6XDsZt3mKDZsthomDprmKi4jsdNsm6xRXuHH8kbRpNl,Foto,,Total,0,--,649,2,0,2,0,0,630,954,,
1461092779388657,100064638461970,Supersubsidio,"📝 El Mecanismo de Protección al Cesante es una política del Gobierno Nacional de Colombia, administrada por las Cajas de Compensación Familiar, diseñada para amparar a las personas que han perdido su empleo.

🛡️ A diferencia del concepto general de desempleo, este mecanismo se enfoca específicamente en el cesante (alguien que tenía un trabajo formal y lo perdió), buscando garantizar su seguridad social, brindarle un alivio financiero y facilitar su reincorporación al mercado laboral.

Desliza y aprende más sobre este derecho 👉

#SubsidioFamiliar #Supersubsidio #SupervisarEsCuidar #Subsidios",0,05/25/2026 08:29,https://www.facebook.com/SuperSubsidio/posts/pfbid0jnxbgaKvwdgvtDzwxToY5RdnThQ1ie2DyVZ2ViCw19BmutrgnKi2jqZKU8Ptaiyrl,Foto,,Total,1,--,1667,29,0,20,3,5,1608,2457,,
1461246709373264,100064638461970,Supersubsidio,"🛡️ ¡Seguimos comprometidos con una gestión responsable y al servicio de la ciudadanía!

Durante la visita ordinaria a la Caja de Compensación Familiar COMCAJA, se fortalece el seguimiento y acompañamiento, validando:

✅ El cumplimiento normativo.
✅ La calidad de los servicios.
✅ La adecuada gestión de los recursos del Sistema del Subsidio Familiar.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,05/25/2026 12:27,https://www.facebook.com/SuperSubsidio/posts/pfbid02HxbW8kTtHDNNKVnigtEmWpw7fx8ShK5suYmLGTv8BbSFVKHyp6zqNG1fbttW7dv1l,Foto,,Total,0,--,1504,9,0,11,0,0,1462,2076,,
1461376239360311,100064638461970,Supersubsidio,"Así ejercemos nuestra labor de inspección y vigilancia desde Risaralda: auditando que los recursos del sistema de subsidio familiar lleguen a quienes más los necesitan. 🔍💼

#Supersubsidio #SupervisarEsCuidar #Risaralda #SubsidioFamiliar",0,05/25/2026 16:35,https://www.facebook.com/SuperSubsidio/posts/pfbid02UTSbGd7RwbvP9ZugvbBnm6YNCQ9oCwyZCju67C4q1aYi6fYW1yJgjEtUQ4Mi9U3yl,Foto,,Total,0,--,912,4,0,4,0,0,900,1284,,
1463077455856856,100064638461970,Supersubsidio,"¡Garantizando el rigor técnico en las regiones! 🇨🇴✨

Desde la Supersubsidio, a través de la Delegada para Estudios Especiales y Evaluación de Proyectos, adelantamos una jornada de supervisión en el Parque Consotá de la Caja de Compensación Familiar de Risaralda.

Actualmente nos encontramos en proceso de revisión, evaluación y seguimiento de los frentes de obra clave. Estaremos validando toda la información recopilada para verificar que cada intervención atienda rigurosamente los estándares técnicos y normativos que deban cumplir. 👷‍♂️📋

Nuestro compromiso es supervisar cada detalle para proyectar espacios verdaderamente seguros, modernos y de calidad para el disfrute de la comunidad.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Risaralda",0,05/27/2026 13:11,https://www.facebook.com/SuperSubsidio/posts/pfbid034hKSBwDFQsL3zdVHTMs7CwyXSptphngueykTbtBGzK8NBsYB6rkpSxEytcufyR4Ll,Foto,,Total,0,--,503,5,0,5,0,0,495,741,,
1463893582441910,100064638461970,Supersubsidio,"💻 Para inscribirte en los cursos debes enviar un correo electrónico a ssf@ssf.gov.co con el asunto ‘Inscripción cursos SSF’, incluyendo tu nombre completo, número de cédula y correo electrónico. Una vez recibamos tu solicitud, en un plazo máximo de tres (3) días hábiles te enviaremos la confirmación de inscripción y el paso a paso para acceder a los contenidos.

#SubsidioFamiliar #Supersubsidio #SupervisarEsCuidar #CursosGratis",0,05/28/2026 09:51,https://www.facebook.com/SuperSubsidio/posts/pfbid02NjYzviULdCZxcdF3dDJobnUYqavd4qputwwAHKYCmk6ZUHZ2Zy8LmxdaKdBJ6XFvl,Foto,,Total,2,--,2035,29,1,18,2,7,1988,3037,,
1465099688987966,100064638461970,Supersubsidio,"🔍 ¡Trabajamos en territorio por el bienestar y la transparencia!

Realizamos una visita de inspección a COMFACUNDI para verificar de primera mano el cumplimiento normativo y asegurar que los servicios se presten con la calidad que los afiliados merecen.

Nuestro propósito fundamental es garantizar que cada recurso del subsidio familiar se administre con total eficiencia y se transforme en beneficio real para todas las familias.

📊 Desliza para conocer el impacto de esta caja en cifras y ver cómo se respaldan las oportunidades de la región.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,05/29/2026 15:02,https://www.facebook.com/SuperSubsidio/posts/pfbid02jef97x4txGZ8DRS35UAdQvTQMPYbqTo6jsLivbp4znF7t66Z4NdNHF9vUR2AZwfYl,Foto,,Total,0,--,2830,4,1,4,0,0,2834,3835,,
1465199048978030,100064638461970,Supersubsidio,"¡Gracias Barranquilla por permitirnos crecer juntos! 🇨🇴✨

Del 25 al 28 de mayo, nuestra Oficina de Protección al Usuario (OPU) trasladó su Estrategia de Educación Informal a Barranquilla.

De la mano de Cajacopi, Comfamiliar Atlántico y Combarranquilla, visitamos 9 empresas y capacitamos a más de 200 trabajadores sobre sus derechos en el Sistema del Subsidio Familiar. Creemos firmemente que la información no es solo conocimiento... ¡es la herramienta que transforma vidas! 💼💡

Desde la Supersubsidio seguimos recorriendo el país con un propósito que nos mueve: que cada persona conozca sus derechos y descubra en ellos una oportunidad para crecer, avanzar y construir un mejor futuro. 🤝

#Supersubsidio #SupervisarEsCuidar #Barranquilla #Atlántico #SubsidioFamiliar",87,05/29/2026 17:50,https://www.facebook.com/reel/1526313019113465/,Reel,,Total,0,-7.9x,864,4,1,4,0,0,804,866,3.203,2646.447
